# time,  FLS,  FRS,  RLS,  RRS,  FLA,  FRA,  RLA,  RRA,  FLS_cmd,  FRS_cmd,  RLS_cmd,  RRS_cmd,  FLA_cmd,  FRA_cmd,  RLA_cmd,  RRA_cmd, 
1708525296252269137 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525296262252460 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525296272268926 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525296282247586 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525296292284972 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525296302255134 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525296312274366 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525296322240339 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525296332274180 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525296342239563 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525296352274378 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525296362248674 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525296372273143 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525296382249002 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525296392251008 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525296402267793 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525296412279388 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525296422277450 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525296432278391 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525296442300688 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525296452272741 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525296462243657 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525296472368704 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525296482340531 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525296492358774 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525296502330240 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525296512349876 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525296522337260 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525296532359951 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525296542350596 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525296552286081 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525296562348498 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525296572352215 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525296582356852 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525296592372368 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525296602333201 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525296612353264 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525296622351287 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525296632352309 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525296642331960 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525296652358523 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525296662352099 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525296672347493 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525296682357527 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525296692355039 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525296702342637 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525296712357188 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525296722330610 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525296732366854 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525296742355222 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525296752364180 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525296762335656 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525296772355164 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525296782352212 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525296792352779 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525296802342046 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525296812358899 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525296822327423 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525296832357605 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525296842358228 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525296852356760 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525296862343111 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525296872358927 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525296882355989 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525296892387092 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525296902336265 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525296912366987 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525296922331206 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525296932350128 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525296942362851 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525296952359541 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525296962355072 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525296972355623 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525296982356558 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525296992357010 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525297002338703 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525297012355968 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525297022351796 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525297032352586 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525297042360624 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525297052355882 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525297062361004 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525297072356656 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525297082331334 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525297092362918 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525297102332872 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525297112359934 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525297122347975 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525297132353524 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525297142274597 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525297152274912 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525297162240816 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525297172268999 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525297182240876 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525297192280753 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525297202245483 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525297212273359 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525297222248846 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525297232274642 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525297242240971 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525297252274539 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525297262240422 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525297272274881 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525297282249022 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525297292274974 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525297302248138 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525297312274637 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525297322254135 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525297332269134 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525297342248704 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525297352268851 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525297362249763 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525297372276683 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525297382246718 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525297392274699 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525297402247125 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525297412274530 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525297422247009 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525297432274350 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525297442247388 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525297452274619 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525297462247313 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525297472274357 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525297482249633 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525297492271681 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525297502249369 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525297512270672 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525297522247815 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525297532274493 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525297542253974 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525297552274290 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525297562246710 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525297572274382 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525297582248821 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525297592274618 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525297602247455 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525297612274654 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525297622246467 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525297632274417 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525297642246868 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525297652274334 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525297662240298 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525297672273955 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525297682247165 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525297692274883 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525297702246242 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525297712274040 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525297722245211 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525297732274534 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525297742247162 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525297752274323 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525297762246935 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525297772274166 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525297782247028 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525297792274393 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525297802248584 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525297812268723 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525297822241071 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525297832246487 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525297842250487 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525297852268720 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525297862239531 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525297872267889 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525297882240221 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525297892276686 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525297902256023 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525297912273640 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525297922243087 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525297932273673 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525297942247654 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525297952268478 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525297962239973 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525297972274355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525297982246845 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525297992354071 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525298002275436 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525298012270502 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525298022265805 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525298032269289 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525298042251813 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525298052269063 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525298062249711 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525298072273913 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525298082248486 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525298092274666 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525298102247146 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525298112274248 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525298122246537 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525298132273943 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525298142246755 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525298152274000 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525298162245554 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525298172360655 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525298182331740 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525298192350523 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525298202261303 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525298212284272 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525298222241134 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525298232268408 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525298242242381 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525298252268015 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525298262270976 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525298272274697 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525298282248267 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525298292275272 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525298302241934 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525298312274638 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525298322241609 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525298332274147 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525298342248723 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525298352274176 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525298362265808 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525298372275154 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525298382248374 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525298392268863 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525298402248938 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525298412293620 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525298422253917 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525298432273212 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525298442247545 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525298452268573 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525298462239548 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525298472268214 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525298482242466 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525298492276871 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525298502260662 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525298512268971 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525298522252358 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525298532268989 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525298542249052 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525298552278785 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525298562240339 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525298572269303 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525298582241681 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525298592276026 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525298602242002 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525298612268209 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525298622249374 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525298632275025 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525298642248224 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525298652275912 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525298662355437 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525298672354483 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525298682324372 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525298692382462 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525298702336319 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525298712359730 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525298722354478 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525298732350131 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525298742340367 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525298752357885 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525298762358976 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525298772361318 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525298782351163 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525298792355325 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525298802331041 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525298812362982 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525298822356952 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525298832361977 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525298842356899 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525298852354727 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525298862356474 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525298872281389 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525298882239834 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525298892275828 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525298902256782 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525298912269087 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525298922248481 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525298932275591 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525298942248773 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525298952274347 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525298962249565 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525298972274276 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525298982240506 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525298992274526 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525299002240730 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525299012274139 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525299022252459 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525299032274230 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525299042247566 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525299052274389 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525299062248126 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525299072268915 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525299082247419 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525299092269002 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525299102247294 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525299112281302 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525299122241387 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525299132247390 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525299142241828 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525299152274439 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525299162240672 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525299172274730 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525299182249567 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525299192274534 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525299202241174 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525299212252012 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525299222240545 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525299232268135 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525299242242791 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525299252344628 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525299262274455 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525299272286284 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525299282252184 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525299292269226 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525299302247397 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525299312294280 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525299322249024 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525299332273958 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525299342247216 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525299352272929 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525299362249125 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525299372269840 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525299382240110 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525299392274474 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525299402243218 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525299412268584 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525299422254357 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525299432269343 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525299442244973 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525299452268936 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525299462247117 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525299472279127 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525299482241223 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525299492276463 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525299502243734 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525299512269270 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525299522244999 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525299532268252 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525299542329434 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525299552292960 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525299562251023 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525299572274216 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525299582247010 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525299592268915 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525299602248588 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525299612268797 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1708525299622247159 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
